model,arm,sample_id,from,to,from_short,to_short,from_idx,to_idx,delta,abs_delta,direction
gemini,ct_old,1110,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1113,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,ct_old,1131,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1149,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,ct_old,1153,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1157,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,1216,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,ct_old,1230,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,ct_old,1254,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1263,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1333,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1338,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1341,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1354,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1384,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,1405,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1412,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1413,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1487,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,ct_old,1491,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,ct_old,1494,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_old,1497,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,1506,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,ct_old,1528,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1573,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1575,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,1589,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,1642,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1653,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1718,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1727,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,1751,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1752,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1757,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,ct_old,1761,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,1763,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1779,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1809,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1817,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1832,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1838,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,1857,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,1869,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1883,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,1884,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,1893,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,1896,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,1907,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,1929,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,1947,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_old,1976,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,2025,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2026,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,2047,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_old,2093,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2103,Go to urgent care,Self-care at home,UC,Home,2,5,3,3,up
gemini,ct_old,2107,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2142,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2147,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2159,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2160,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,2184,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2232,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2238,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2252,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2262,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2298,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,2299,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,ct_old,2305,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,2306,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,2333,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2341,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,2352,Call 911 / Emergency Services,Self-care at home,911,Home,0,5,5,5,up
gemini,ct_old,2360,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2368,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2383,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,2433,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,2441,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2445,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2463,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2470,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,2476,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,2481,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,2503,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,ct_old,2511,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,2539,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,2563,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,2580,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2607,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_old,2631,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_old,2641,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2665,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_old,2667,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,2676,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_old,2694,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,61,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,72,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,108,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,128,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,143,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,ct_new,160,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,218,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,237,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,246,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,274,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,316,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,318,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,340,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_new,345,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,378,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,401,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,ct_new,441,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,455,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,491,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,495,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,503,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,514,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,ct_new,523,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,528,Self-care at home,Call 911 / Emergency Services,Home,911,5,0,-5,5,down
gemini,ct_new,531,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,575,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,ct_new,580,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,597,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,615,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,676,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_new,697,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,706,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,714,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,733,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,777,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,831,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,859,Self-care at home,Call 911 / Emergency Services,Home,911,5,0,-5,5,down
gemini,ct_new,869,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,875,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,915,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,928,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,942,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,963,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,970,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1007,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,1033,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1038,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1043,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1046,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1055,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1059,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,1070,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1082,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1083,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,1101,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1106,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1125,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,1149,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,ct_new,1153,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1157,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1159,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1173,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,1193,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1216,Self-care at home,Seek same-day in-person care,Home,Same-day,5,3,-2,2,down
gemini,ct_new,1219,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1263,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1333,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1334,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1341,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1384,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1412,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1433,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1457,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1487,Seek same-day in-person care,Self-care at home,Same-day,Home,3,5,2,2,up
gemini,ct_new,1491,Go to urgent care,Schedule non-urgent medical appointment,UC,Non-urgent,2,4,2,2,up
gemini,ct_new,1494,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_new,1497,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1528,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1589,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1642,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1709,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1718,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1731,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1742,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1751,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1752,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1757,Schedule non-urgent medical appointment,Call 911 / Emergency Services,Non-urgent,911,4,0,-4,4,down
gemini,ct_new,1761,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1778,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1804,Schedule non-urgent medical appointment,Go to urgent care,Non-urgent,UC,4,2,-2,2,down
gemini,ct_new,1809,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1838,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,1851,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1857,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,1883,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,1893,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,1896,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,1907,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,1929,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1947,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_new,1976,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,1981,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2047,Call 911 / Emergency Services,Schedule non-urgent medical appointment,911,Non-urgent,0,4,4,4,up
gemini,ct_new,2062,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2076,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2112,Self-care at home,Go to the emergency department now,Home,ED,5,1,-4,4,down
gemini,ct_new,2142,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2145,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2147,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2160,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,2179,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2232,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2238,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2252,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2262,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2298,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,2306,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,2333,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2383,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,2407,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2433,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2441,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2452,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2463,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2470,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2507,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2511,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2552,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2563,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2580,Seek same-day in-person care,Go to the emergency department now,Same-day,ED,3,1,-2,2,down
gemini,ct_new,2585,Go to the emergency department now,Seek same-day in-person care,ED,Same-day,1,3,2,2,up
gemini,ct_new,2607,Schedule non-urgent medical appointment,Go to the emergency department now,Non-urgent,ED,4,1,-3,3,down
gemini,ct_new,2626,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,2667,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
gemini,ct_new,2676,Go to the emergency department now,Schedule non-urgent medical appointment,ED,Non-urgent,1,4,3,3,up
